"","datetime","humidity"
"53",2022-03-30 17:30:00,"67.7471"
"54",2022-03-30 18:00:00,"71.6464"
"55",2022-03-30 18:30:00,"72.9959"
"56",2022-03-30 19:00:00,"78.3294"
"57",2022-03-30 19:30:00,"78.9206"
"58",2022-03-30 20:00:00,"78.6228"
"59",2022-03-30 20:30:00,"78.8654"
"60",2022-03-30 21:00:00,"76.5511"
"61",2022-03-30 21:30:00,"80.0128"
"62",2022-03-30 22:00:00,"84.1764"
"63",2022-03-30 22:30:00,"85.4951"
"64",2022-03-30 23:00:00,"87.181"
"65",2022-03-30 23:30:00,"89.7703"
"66",2022-03-31 00:00:00,"93.3325"
"67",2022-03-31 00:30:00,"95.5938"
"68",2022-03-31 01:00:00,"97.032"
"69",2022-03-31 01:30:00,"97.9643"
"70",2022-03-31 02:00:00,"99.1439"
"71",2022-03-31 02:30:00,"99.2408"
"72",2022-03-31 03:00:00,"99.1863"
"73",2022-03-31 03:30:00,"100"
"74",2022-03-31 04:00:00,"100"
"75",2022-03-31 04:30:00,"100"
"76",2022-03-31 05:00:00,"100"
"77",2022-03-31 05:30:00,"100"
"78",2022-03-31 06:00:00,"100"
"79",2022-03-31 06:30:00,"100"
"80",2022-03-31 07:00:00,"100"
"81",2022-03-31 07:30:00,"100"
"82",2022-03-31 08:00:00,"86.217"
"83",2022-03-31 08:30:00,"80.9359"
"84",2022-03-31 09:00:00,"72.9583"
"85",2022-03-31 09:30:00,"68.7185"
"86",2022-03-31 10:00:00,"75.0499"
"87",2022-03-31 10:30:00,"71.4581"
"88",2022-03-31 11:00:00,"72.3833"
"89",2022-03-31 11:30:00,"71.0657"
"90",2022-03-31 12:00:00,"70.8117"
"91",2022-03-31 12:30:00,"69.0153"
"92",2022-03-31 13:00:00,"68.8303"
"93",2022-03-31 13:30:00,"70.5515"
"94",2022-03-31 14:00:00,"69.7548"
"95",2022-03-31 14:30:00,"73.9691"
"96",2022-03-31 15:00:00,"77.3333"
"97",2022-03-31 15:30:00,"74.9934"
"98",2022-03-31 16:00:00,"78.6697"
"99",2022-03-31 16:30:00,"78.8829"
"100",2022-03-31 17:00:00,"82.9971"
"101",2022-03-31 17:30:00,"85.543"
"102",2022-03-31 18:00:00,"88.4949"
"103",2022-03-31 18:30:00,"89.1586"
"104",2022-03-31 19:00:00,"88.5665"
"105",2022-03-31 19:30:00,"88.7243"
"106",2022-03-31 20:00:00,"88.6714"
"107",2022-03-31 20:30:00,"91.4095"
"108",2022-03-31 21:00:00,"93.7457"
"109",2022-03-31 21:30:00,"94.1934"
"110",2022-03-31 22:00:00,"93.5322"
"111",2022-03-31 22:30:00,"93.4889"
"112",2022-03-31 23:00:00,"92.3819"
"113",2022-03-31 23:30:00,"94.313"
"114",2022-04-01 00:00:00,"95.9151"
"115",2022-04-01 00:30:00,"98.7554"
"116",2022-04-01 01:00:00,"100"
"117",2022-04-01 01:30:00,"100"
"118",2022-04-01 02:00:00,"100"
"119",2022-04-01 02:30:00,"99.9441"
"120",2022-04-01 03:00:00,"99.189"
"121",2022-04-01 03:30:00,"100"
"122",2022-04-01 04:00:00,"100"
"123",2022-04-01 04:30:00,"100"
"124",2022-04-01 05:00:00,"98.0122"
"125",2022-04-01 05:30:00,"97.0842"
"126",2022-04-01 06:00:00,"98.256"
"127",2022-04-01 06:30:00,"97.5552"
"128",2022-04-01 07:00:00,"96.3767"
"129",2022-04-01 07:30:00,"95.7515"
"130",2022-04-01 08:00:00,"89.5653"
"131",2022-04-01 08:30:00,"90.5881"
"132",2022-04-01 09:00:00,"88.2439"
"133",2022-04-01 09:30:00,"82.1218"
"134",2022-04-01 10:00:00,"76.8295"
"135",2022-04-01 10:30:00,"64.4213"
"136",2022-04-01 11:00:00,"65.6047"
"137",2022-04-01 11:30:00,"61.4351"
"138",2022-04-01 12:00:00,"63.5583"
"139",2022-04-01 12:30:00,"70.3401"
"140",2022-04-01 13:00:00,"67.8674"
"141",2022-04-01 13:30:00,"68.6397"
"142",2022-04-01 14:00:00,"70.3435"
"143",2022-04-01 14:30:00,"69.5352"
"144",2022-04-01 15:00:00,"73.2227"
"145",2022-04-01 15:30:00,"76.8265"
"146",2022-04-01 16:00:00,"78.4183"
"147",2022-04-01 16:30:00,"78.9719"
"148",2022-04-01 17:00:00,"80.1291"
"149",2022-04-01 17:30:00,"81.1852"
"150",2022-04-01 18:00:00,"79.882"
"151",2022-04-01 18:30:00,"82.1888"
"152",2022-04-01 19:00:00,"81.7574"
"153",2022-04-01 19:30:00,"67.0893"
"154",2022-04-01 20:00:00,"69.7051"
"155",2022-04-01 20:30:00,"70.1265"
"156",2022-04-01 21:00:00,"75.8686"
"157",2022-04-01 21:30:00,"71.2919"
"158",2022-04-01 22:00:00,"70.6462"
"159",2022-04-01 22:30:00,"74.9874"
"160",2022-04-01 23:00:00,"77.3865"
"161",2022-04-01 23:30:00,"79.4479"
"162",2022-04-02 00:00:00,"80.5564"
"163",2022-04-02 00:30:00,"81.7642"
"164",2022-04-02 01:00:00,"84.9649"
"165",2022-04-02 01:30:00,"88.6176"
"166",2022-04-02 02:00:00,"88.3652"
"167",2022-04-02 02:30:00,"90.6613"
"168",2022-04-02 03:00:00,"94.1665"
"169",2022-04-02 03:30:00,"95.1944"
"170",2022-04-02 04:00:00,"96.7375"
"171",2022-04-02 04:30:00,"97.8752"
"172",2022-04-02 05:00:00,"97.9558"
"173",2022-04-02 05:30:00,"97.2248"
"174",2022-04-02 06:00:00,"99.0592"
"175",2022-04-02 06:30:00,"99.3451"
"176",2022-04-02 07:00:00,"96.9692"
"177",2022-04-02 07:30:00,"91.8909"
"178",2022-04-02 08:00:00,"75.7396"
"179",2022-04-02 08:30:00,"80.8629"
"180",2022-04-02 09:00:00,"79.4107"
"181",2022-04-02 09:30:00,"72.0976"
"182",2022-04-02 10:00:00,"70.6876"
"183",2022-04-02 10:30:00,"69.1381"
"184",2022-04-02 11:00:00,"68.6401"
"185",2022-04-02 11:30:00,"68.1706"
"186",2022-04-02 12:00:00,"72.6497"
"187",2022-04-02 12:30:00,"74.931"
"188",2022-04-02 13:00:00,"76.5087"
"189",2022-04-02 13:30:00,"73.5061"
"190",2022-04-02 14:00:00,"69.0533"
"191",2022-04-02 14:30:00,"75.9166"
"192",2022-04-02 15:00:00,"78.6526"
"193",2022-04-02 15:30:00,"80.498"
"194",2022-04-02 16:00:00,"79.924"
"195",2022-04-02 16:30:00,"79.6351"
"196",2022-04-02 17:00:00,"84.8537"
"197",2022-04-02 17:30:00,"84.4318"
"198",2022-04-02 18:00:00,"86.5215"
"199",2022-04-02 18:30:00,"89.7061"
"200",2022-04-02 19:00:00,"90.6492"
"201",2022-04-02 19:30:00,"91.6826"
"202",2022-04-02 20:00:00,"91.0622"
"203",2022-04-02 20:30:00,"90.7786"
"204",2022-04-02 21:00:00,"92.7627"
"205",2022-04-02 21:30:00,"96.6505"
"206",2022-04-02 22:00:00,"99.1284"
"207",2022-04-02 22:30:00,"100"
"208",2022-04-02 23:00:00,"100"
"209",2022-04-02 23:30:00,"100"
"210",2022-04-03 00:00:00,"100"
"211",2022-04-03 00:30:00,"100"
"212",2022-04-03 01:00:00,"100"
"213",2022-04-03 01:30:00,"100"
"214",2022-04-03 02:00:00,"100"
"215",2022-04-03 02:30:00,"100"
"216",2022-04-03 03:00:00,"100"
"217",2022-04-03 03:30:00,"100"
"218",2022-04-03 04:00:00,"100"
"219",2022-04-03 04:30:00,"100"
"220",2022-04-03 05:00:00,"100"
"221",2022-04-03 05:30:00,"100"
"222",2022-04-03 06:00:00,"100"
"223",2022-04-03 06:30:00,"100"
"224",2022-04-03 07:00:00,"98.754"
"225",2022-04-03 07:30:00,"91.7008"
"226",2022-04-03 08:00:00,"91.1871"
"227",2022-04-03 08:30:00,"86.4878"
"228",2022-04-03 09:00:00,"82.9439"
"229",2022-04-03 09:30:00,"74.4373"
"230",2022-04-03 10:00:00,"62.5552"
"231",2022-04-03 10:30:00,"63.7827"
"232",2022-04-03 11:00:00,"62.6895"
"233",2022-04-03 11:30:00,"65.3513"
"234",2022-04-03 12:00:00,"64.6552"
"235",2022-04-03 12:30:00,"65.3716"
"236",2022-04-03 13:00:00,"65.228"
"237",2022-04-03 13:30:00,"66.2949"
"238",2022-04-03 14:00:00,"71.6501"
"239",2022-04-03 14:30:00,"72.1839"
"240",2022-04-03 15:00:00,"74.2641"
"241",2022-04-03 15:30:00,"73.7624"
"242",2022-04-03 16:00:00,"75.7856"
"243",2022-04-03 16:30:00,"76.9301"
"244",2022-04-03 17:00:00,"79.0191"
"245",2022-04-03 17:30:00,"80.3041"
"246",2022-04-03 18:00:00,"86.0105"
"247",2022-04-03 18:30:00,"86.9134"
"248",2022-04-03 19:00:00,"88.675"
"249",2022-04-03 19:30:00,"88.5986"
"250",2022-04-03 20:00:00,"89.1186"
"251",2022-04-03 20:30:00,"89.0942"
"252",2022-04-03 21:00:00,"90.4023"
"253",2022-04-03 21:30:00,"95.5364"
"254",2022-04-03 22:00:00,"97.9471"
"255",2022-04-03 22:30:00,"98.6734"
"256",2022-04-03 23:00:00,"100"
"257",2022-04-03 23:30:00,"100"
"258",2022-04-04 00:00:00,"100"
"259",2022-04-04 00:30:00,"100"
"260",2022-04-04 01:00:00,"100"
"261",2022-04-04 01:30:00,"100"
"262",2022-04-04 02:00:00,"100"
"263",2022-04-04 02:30:00,"100"
"264",2022-04-04 03:00:00,"100"
"265",2022-04-04 03:30:00,"100"
"266",2022-04-04 04:00:00,"100"
"267",2022-04-04 04:30:00,"100"
"268",2022-04-04 05:00:00,"100"
"269",2022-04-04 05:30:00,"100"
"270",2022-04-04 06:00:00,"100"
"271",2022-04-04 06:30:00,"98.4245"
"272",2022-04-04 07:00:00,"98.9585"
"273",2022-04-04 07:30:00,"98.1274"
"274",2022-04-04 08:00:00,"95.0303"
"275",2022-04-04 08:30:00,"89.8734"
"276",2022-04-04 09:00:00,"87.3098"
"277",2022-04-04 09:30:00,"82.3098"
"278",2022-04-04 10:00:00,"78.1344"
"279",2022-04-04 10:30:00,"74.0125"
"280",2022-04-04 11:00:00,"69.1775"
"281",2022-04-04 11:30:00,"66.5388"
"282",2022-04-04 12:00:00,"68.0568"
"283",2022-04-04 12:30:00,"67.356"
"284",2022-04-04 13:00:00,"68.5377"
"285",2022-04-04 13:30:00,"67.8865"
"286",2022-04-04 14:00:00,"69.3296"
"287",2022-04-04 14:30:00,"70.6516"
"288",2022-04-04 15:00:00,"73.5111"
"289",2022-04-04 15:30:00,"72.1953"
"290",2022-04-04 16:00:00,"71.6694"
"291",2022-04-04 16:30:00,"74.7028"
"292",2022-04-04 17:00:00,"76.0189"
"293",2022-04-04 17:30:00,"78.3463"
"294",2022-04-04 18:00:00,"83.0929"
"295",2022-04-04 18:30:00,"86.599"
"296",2022-04-04 19:00:00,"87.8962"
"297",2022-04-04 19:30:00,"88.7257"
"298",2022-04-04 20:00:00,"88.716"
"299",2022-04-04 20:30:00,"89.1257"
"300",2022-04-04 21:00:00,"91.7789"
"301",2022-04-04 21:30:00,"97.2099"
"302",2022-04-04 22:00:00,"97.9312"
"303",2022-04-04 22:30:00,"98.538"
"304",2022-04-04 23:00:00,"99.3398"
"305",2022-04-04 23:30:00,"97.3622"
"306",2022-04-05 00:00:00,"97.1559"
"307",2022-04-05 00:30:00,"97.1933"
"308",2022-04-05 01:00:00,"97.0474"
"309",2022-04-05 01:30:00,"98.045"
"310",2022-04-05 02:00:00,"97.8555"
"311",2022-04-05 02:30:00,"99.2145"
"312",2022-04-05 03:00:00,"99.6362"
"313",2022-04-05 03:30:00,"100"
"314",2022-04-05 04:00:00,"100"
"315",2022-04-05 04:30:00,"100"
"316",2022-04-05 05:00:00,"100"
"317",2022-04-05 05:30:00,"100"
"318",2022-04-05 06:00:00,"100"
"319",2022-04-05 06:30:00,"98.2788"
"320",2022-04-05 07:00:00,"99.4011"
"321",2022-04-05 07:30:00,"97.6462"
"322",2022-04-05 08:00:00,"88.9053"
"323",2022-04-05 08:30:00,"83.8523"
"324",2022-04-05 09:00:00,"82.4151"
"325",2022-04-05 09:30:00,"82.9886"
"326",2022-04-05 10:00:00,"80.7764"
"327",2022-04-05 10:30:00,"73.0099"
"328",2022-04-05 11:00:00,"70.7102"
"329",2022-04-05 11:30:00,"73.6267"
"330",2022-04-05 12:00:00,"70.437"
"331",2022-04-05 12:30:00,"75.7006"
"332",2022-04-05 13:00:00,"82.6097"
"333",2022-04-05 13:30:00,"93.8991"
"334",2022-04-05 14:00:00,"96.7967"
"335",2022-04-05 14:30:00,"92.2319"
"336",2022-04-05 15:00:00,"90.1028"
"337",2022-04-05 15:30:00,"91.53"
"338",2022-04-05 16:00:00,"93.18"
"339",2022-04-05 16:30:00,"94.0167"
"340",2022-04-05 17:00:00,"94.4535"
"341",2022-04-05 17:30:00,"94.4639"
"342",2022-04-05 18:00:00,"95.6261"
"343",2022-04-05 18:30:00,"97.2324"
"344",2022-04-05 19:00:00,"98.0325"
"345",2022-04-05 19:30:00,"99.305"
"346",2022-04-05 20:00:00,"99.903"
"347",2022-04-05 20:30:00,"100"
"348",2022-04-05 21:00:00,"100"
"349",2022-04-05 21:30:00,"100"
"350",2022-04-05 22:00:00,"100"
"351",2022-04-05 22:30:00,"100"
"352",2022-04-05 23:00:00,"100"
"353",2022-04-05 23:30:00,"99.0498"
"354",2022-04-06 00:00:00,"99.1589"
"355",2022-04-06 00:30:00,"96.0622"
"356",2022-04-06 01:00:00,"95.7258"
"357",2022-04-06 01:30:00,"95.9003"
"358",2022-04-06 02:00:00,"95.8728"
"359",2022-04-06 02:30:00,"93.3552"
"360",2022-04-06 03:00:00,"92.8547"
"361",2022-04-06 03:30:00,"94.8296"
"362",2022-04-06 04:00:00,"95.2041"
"363",2022-04-06 04:30:00,"96.0548"
"364",2022-04-06 05:00:00,"97.0026"
"365",2022-04-06 05:30:00,"97.8529"
"366",2022-04-06 06:00:00,"98.435"
"367",2022-04-06 06:30:00,"98.8862"
"368",2022-04-06 07:00:00,"98.4459"
"369",2022-04-06 07:30:00,"98.3969"
"370",2022-04-06 08:00:00,"95.5803"
"371",2022-04-06 08:30:00,"90.4928"
"372",2022-04-06 09:00:00,"87.8736"
"373",2022-04-06 09:30:00,"81.3119"
"374",2022-04-06 10:00:00,"82.5099"
"375",2022-04-06 10:30:00,"80.9428"
"376",2022-04-06 11:00:00,"77.6797"
"377",2022-04-06 11:30:00,"72.9755"
"378",2022-04-06 12:00:00,"69.7225"
"379",2022-04-06 12:30:00,"70.354"
"380",2022-04-06 13:00:00,"71.4811"
"381",2022-04-06 13:30:00,"76.5535"
"382",2022-04-06 14:00:00,"81.08"
"383",2022-04-06 14:30:00,"89.7885"
"384",2022-04-06 15:00:00,"91.4779"
"385",2022-04-06 15:30:00,"95.519"
"386",2022-04-06 16:00:00,"89.9987"
"387",2022-04-06 16:30:00,"84.2775"
"388",2022-04-06 17:00:00,"76.6251"
"389",2022-04-06 17:30:00,"64.1187"
"390",2022-04-06 18:00:00,"67.5939"
"391",2022-04-06 18:30:00,"60.4306"
"392",2022-04-06 19:00:00,"65.4032"
"393",2022-04-06 19:30:00,"59.9981"
"394",2022-04-06 20:00:00,"61.7747"
"395",2022-04-06 20:30:00,"61.9106"
"396",2022-04-06 21:00:00,"64.2577"
"397",2022-04-06 21:30:00,"65.8192"
"398",2022-04-06 22:00:00,"66.6938"
"399",2022-04-06 22:30:00,"68.6812"
"400",2022-04-06 23:00:00,"70.9139"
"401",2022-04-06 23:30:00,"69.2181"
"402",2022-04-07 00:00:00,"71.5002"
"403",2022-04-07 00:30:00,"66.8692"
"404",2022-04-07 01:00:00,"65.7092"
"405",2022-04-07 01:30:00,"68.2093"
"406",2022-04-07 02:00:00,"70.6084"
"407",2022-04-07 02:30:00,"76.1697"
"408",2022-04-07 03:00:00,"78.2513"
"409",2022-04-07 03:30:00,"80.7947"
"410",2022-04-07 04:00:00,"83.2922"
"411",2022-04-07 04:30:00,"87.5162"
"412",2022-04-07 05:00:00,"90.8736"
"413",2022-04-07 05:30:00,"90.6227"
"414",2022-04-07 06:00:00,"92.5644"
"415",2022-04-07 06:30:00,"94.1295"
"416",2022-04-07 07:00:00,"92.9715"
"417",2022-04-07 07:30:00,"84.6582"
"418",2022-04-07 08:00:00,"72.975"
"419",2022-04-07 08:30:00,"65.003"
"420",2022-04-07 09:00:00,"58.1812"
"421",2022-04-07 09:30:00,"49.3604"
"422",2022-04-07 10:00:00,"42.0367"
"423",2022-04-07 10:30:00,"42.7554"
"424",2022-04-07 11:00:00,"41.1818"
"425",2022-04-07 11:30:00,"41.2428"
"426",2022-04-07 12:00:00,"40.5787"
"427",2022-04-07 12:30:00,"37.8034"
"428",2022-04-07 13:00:00,"40.5787"
"429",2022-04-07 13:30:00,"43.4545"
"430",2022-04-07 14:00:00,"46.4034"
"431",2022-04-07 14:30:00,"49.5885"
"432",2022-04-07 15:00:00,"49.4639"
"433",2022-04-07 15:30:00,"48.073"
"434",2022-04-07 16:00:00,"51.4722"
"435",2022-04-07 16:30:00,"55.9297"
"436",2022-04-07 17:00:00,"60.4444"
"437",2022-04-07 17:30:00,"62.5259"
"438",2022-04-07 18:00:00,"63.6677"
"439",2022-04-07 18:30:00,"66.6084"
"440",2022-04-07 19:00:00,"64.7396"
"441",2022-04-07 19:30:00,"66.1086"
"442",2022-04-07 20:00:00,"64.8045"
"443",2022-04-07 20:30:00,"65.6049"
"444",2022-04-07 21:00:00,"67.0985"
"445",2022-04-07 21:30:00,"71.6321"
"446",2022-04-07 22:00:00,"72.8829"
"447",2022-04-07 22:30:00,"75.3984"
"448",2022-04-07 23:00:00,"74.6785"
"449",2022-04-07 23:30:00,"76.4564"
"450",2022-04-08 00:00:00,"78.2533"
"451",2022-04-08 00:30:00,"81.2263"
"452",2022-04-08 01:00:00,"87.39"
"453",2022-04-08 01:30:00,"92.567"
"454",2022-04-08 02:00:00,"94.9099"
"455",2022-04-08 02:30:00,"96.6915"
"456",2022-04-08 03:00:00,"98.1416"
"457",2022-04-08 03:30:00,"99.7391"
"458",2022-04-08 04:00:00,"100"
"459",2022-04-08 04:30:00,"100"
"460",2022-04-08 05:00:00,"100"
"461",2022-04-08 05:30:00,"100"
"462",2022-04-08 06:00:00,"100"
"463",2022-04-08 06:30:00,"100"
"464",2022-04-08 07:00:00,"100"
"465",2022-04-08 07:30:00,"100"
"466",2022-04-08 08:00:00,"84.2506"
"467",2022-04-08 08:30:00,"80.2824"
"468",2022-04-08 09:00:00,"67.721"
"469",2022-04-08 09:30:00,"61.4049"
"470",2022-04-08 10:00:00,"55.369"
"471",2022-04-08 10:30:00,"50.4785"
"472",2022-04-08 11:00:00,"48.7234"
"473",2022-04-08 11:30:00,"46.6972"
"474",2022-04-08 12:00:00,"43.3006"
"475",2022-04-08 12:30:00,"43.8006"
"476",2022-04-08 13:00:00,"42.9837"
"477",2022-04-08 13:30:00,"41.343"
"478",2022-04-08 14:00:00,"41.0664"
"479",2022-04-08 14:30:00,"41.6865"
"480",2022-04-08 15:00:00,"43.4701"
"481",2022-04-08 15:30:00,"41.9676"
"482",2022-04-08 16:00:00,"44.6162"
"483",2022-04-08 16:30:00,"45.5049"
"484",2022-04-08 17:00:00,"48.2882"
"485",2022-04-08 17:30:00,"51.8734"
"486",2022-04-08 18:00:00,"56.2944"
"487",2022-04-08 18:30:00,"59.4978"
"488",2022-04-08 19:00:00,"60.0967"
"489",2022-04-08 19:30:00,"62.5403"
"490",2022-04-08 20:00:00,"64.7885"
"491",2022-04-08 20:30:00,"66.1051"
"492",2022-04-08 21:00:00,"67.3781"
"493",2022-04-08 21:30:00,"65.7573"
"494",2022-04-08 22:00:00,"64.4316"
"495",2022-04-08 22:30:00,"66.8716"
"496",2022-04-08 23:00:00,"65.5001"
"497",2022-04-08 23:30:00,"65.9882"
"498",2022-04-09 00:00:00,"66.9007"
"499",2022-04-09 00:30:00,"68.2306"
"500",2022-04-09 01:00:00,"72.0994"
"501",2022-04-09 01:30:00,"74.8354"
"502",2022-04-09 02:00:00,"76.7382"
"503",2022-04-09 02:30:00,"69.6979"
"504",2022-04-09 03:00:00,"65.7687"
"505",2022-04-09 03:30:00,"63.8446"
"506",2022-04-09 04:00:00,"69.4829"
"507",2022-04-09 04:30:00,"77.3689"
"508",2022-04-09 05:00:00,"83.2899"
"509",2022-04-09 05:30:00,"87.0393"
"510",2022-04-09 06:00:00,"88.8679"
"511",2022-04-09 06:30:00,"91.5679"
"512",2022-04-09 07:00:00,"93.515"
"513",2022-04-09 07:30:00,"89.4652"
"514",2022-04-09 08:00:00,"76.4748"
"515",2022-04-09 08:30:00,"66.1326"
"516",2022-04-09 09:00:00,"58.5454"
"517",2022-04-09 09:30:00,"56.9759"
"518",2022-04-09 10:00:00,"56.8469"
"519",2022-04-09 10:30:00,"63.2358"
"520",2022-04-09 11:00:00,"61.135"
"521",2022-04-09 11:30:00,"54.3597"
"522",2022-04-09 12:00:00,"56.7286"
"523",2022-04-09 12:30:00,"56.9251"
"524",2022-04-09 13:00:00,"58.5835"
"525",2022-04-09 13:30:00,"59.6061"
"526",2022-04-09 14:00:00,"61.7874"
"527",2022-04-09 14:30:00,"65.009"
"528",2022-04-09 15:00:00,"63.6831"
"529",2022-04-09 15:30:00,"63.4721"
"530",2022-04-09 16:00:00,"65.564"
"531",2022-04-09 16:30:00,"68.2901"
"532",2022-04-09 17:00:00,"69.7064"
"533",2022-04-09 17:30:00,"75.3398"
"534",2022-04-09 18:00:00,"77.0007"
"535",2022-04-09 18:30:00,"77.4618"
"536",2022-04-09 19:00:00,"77.2808"
"537",2022-04-09 19:30:00,"77.6566"
"538",2022-04-09 20:00:00,"77.8886"
"539",2022-04-09 20:30:00,"78.4669"
"540",2022-04-09 21:00:00,"79.0073"
"541",2022-04-09 21:30:00,"79.4504"
"542",2022-04-09 22:00:00,"80.332"
"543",2022-04-09 22:30:00,"81.9384"
"544",2022-04-09 23:00:00,"87.7497"
"545",2022-04-09 23:30:00,"91.3591"
"546",2022-04-10 00:00:00,"93.1954"
"547",2022-04-10 00:30:00,"95.5299"
"548",2022-04-10 01:00:00,"96.1659"
"549",2022-04-10 01:30:00,"97.721"
"550",2022-04-10 02:00:00,"99.031"
"551",2022-04-10 02:30:00,"100"
"552",2022-04-10 03:00:00,"100"
"553",2022-04-10 03:30:00,"100"
"554",2022-04-10 04:00:00,"100"
"555",2022-04-10 04:30:00,"100"
"556",2022-04-10 05:00:00,"100"
"557",2022-04-10 05:30:00,"100"
"558",2022-04-10 06:00:00,"100"
"559",2022-04-10 06:30:00,"100"
"560",2022-04-10 07:00:00,"100"
"561",2022-04-10 07:30:00,"100"
"562",2022-04-10 08:00:00,"98.7101"
"563",2022-04-10 08:30:00,"79.5828"
"564",2022-04-10 09:00:00,"81.4563"
"565",2022-04-10 09:30:00,"76.1141"
"566",2022-04-10 10:00:00,"69.0887"
"567",2022-04-10 10:30:00,"65.3075"
"568",2022-04-10 11:00:00,"58.6207"
"569",2022-04-10 11:30:00,"58.2237"
"570",2022-04-10 12:00:00,"57.225"
"571",2022-04-10 12:30:00,"55.4364"
"572",2022-04-10 13:00:00,"56.8326"
"573",2022-04-10 13:30:00,"56.9801"
"574",2022-04-10 14:00:00,"58.2101"
"575",2022-04-10 14:30:00,"59.8155"
"576",2022-04-10 15:00:00,"59.8166"
"577",2022-04-10 15:30:00,"62.2733"
"578",2022-04-10 16:00:00,"61.6256"
"579",2022-04-10 16:30:00,"64.0025"
"580",2022-04-10 17:00:00,"63.6317"
"581",2022-04-10 17:30:00,"67.9289"
"582",2022-04-10 18:00:00,"71.5594"
"583",2022-04-10 18:30:00,"76.8804"
"584",2022-04-10 19:00:00,"83.0094"
"585",2022-04-10 19:30:00,"86.224"
"586",2022-04-10 20:00:00,"89.0969"
"587",2022-04-10 20:30:00,"91.3573"
"588",2022-04-10 21:00:00,"94.4035"
"589",2022-04-10 21:30:00,"96.1365"
"590",2022-04-10 22:00:00,"96.7982"
"591",2022-04-10 22:30:00,"98.0653"
"592",2022-04-10 23:00:00,"98.5642"
"593",2022-04-10 23:30:00,"99.8342"
"594",2022-04-11 00:00:00,"100"
"595",2022-04-11 00:30:00,"99.6244"
"596",2022-04-11 01:00:00,"100"
"597",2022-04-11 01:30:00,"100"
"598",2022-04-11 02:00:00,"100"
"599",2022-04-11 02:30:00,"100"
"600",2022-04-11 03:00:00,"100"
"601",2022-04-11 03:30:00,"100"
"602",2022-04-11 04:00:00,"100"
"603",2022-04-11 04:30:00,"100"
"604",2022-04-11 05:00:00,"100"
"605",2022-04-11 05:30:00,"100"
"606",2022-04-11 06:00:00,"100"
"607",2022-04-11 06:30:00,"100"
"608",2022-04-11 07:00:00,"100"
"609",2022-04-11 07:30:00,"100"
"610",2022-04-11 08:00:00,"100"
"611",2022-04-11 08:30:00,"80.0022"
"612",2022-04-11 09:00:00,"76.2429"
"613",2022-04-11 09:30:00,"66.6876"
"614",2022-04-11 10:00:00,"60.712"
"615",2022-04-11 10:30:00,"55.5387"
"616",2022-04-11 11:00:00,"52.4263"
"617",2022-04-11 11:30:00,"50.7839"
"618",2022-04-11 12:00:00,"59.5284"
"619",2022-04-11 12:30:00,"59.9335"
"620",2022-04-11 13:00:00,"60.3321"
"621",2022-04-11 13:30:00,"60.7395"
"622",2022-04-11 14:00:00,"60.2815"
